motivation_average,originality_average,score_total,motivation,originality
0.999930739,2.74E-05,3,1,0
8.92E-05,0.535856768,1,0,1
0.501048721,0.263607076,3,1,0
0.976167719,0.285710752,5,1,0
0.001961591,0.199920342,3,0,0
0.999932766,0.445237865,8,1,0
0.999939322,0.999979019,8,1,1
0.50004438,0.33350604,6,1,0
0.999918163,0.999611461,8,1,1
0.875669003,0.247964582,6,1,0
0.999863982,0.499997063,8,1,0
0.717999443,0.166845368,5,1,0
0.988278151,0.673459509,8,1,1
0.999903679,0.663404029,6,1,1
0.333585954,0.386890918,6,0,0
0.338186236,0.291102462,5,0,0
0.000211287,0.490888884,5,0,0
0.000216394,0.219369074,3,0,0
0.000344045,0.015001491,3,0,0
0.999899626,0.424164587,5,1,0
0.50008923,0.312886907,5,1,0
0.666813976,0.370769121,5,1,0
0.49756767,0.253637813,5,0,0
7.02E-05,2.55E-05,3,0,0
0.001216842,0.329839167,8,0,0
0.248333376,0.603233297,6,0,1
0.999322514,0.619756115,5,1,1
0.065891176,0.514977884,5,0,1
0.998118579,0.284607378,3,1,0
0.999919772,0.66665994,6,1,1
0.999924183,0.567131875,8,1,1
0.500507057,0.166684388,6,1,0
0.499588481,0.251244674,6,0,0
0.991492848,0.823286775,8,1,1
0.999931216,0.392527114,5,1,0
0.336121986,0.799017308,8,0,1
0.999925315,0.749839819,6,1,1
0.201153309,0.21169451,6,0,0
0.999893308,0.640282573,8,1,1
0.499935125,0.384271956,3,0,0
0.999883175,0.514491414,5,1,1
0.900644273,0.250121748,3,1,0
0.664407063,0.308720643,3,1,0
0.00010839,0.393024476,8,0,0
0.999819239,0.152465902,6,1,0
0.499996063,0.666607079,8,0,1
0.499769108,0.333377983,8,0,0
0.00368812,0.208905445,3,0,0
0.001093117,0.407588166,6,0,0
0.427758021,0.340754946,5,0,0
0.522678271,0.333342031,5,1,0
0.99742645,0.599980109,6,1,1
0.00033426,0.340260757,5,0,0
0.000372464,0.666660591,5,0,1
7.99E-05,0.50750146,5,0,1
0.000140844,0.250014948,5,0,0
0.913904309,0.42940244,3,1,0
0.000111309,2.06E-05,1,0,0
0.883052111,0.1689219,5,1,0
0.333381891,0.200193743,6,0,0
0.999699861,0.660725892,6,1,1
0.431645756,0.501678742,6,0,1
0.922243625,0.200028622,6,1,0
0.199654632,0.525802816,3,0,1
0.000113054,0.363622784,5,0,0
0.999936223,0.99998042,5,1,1
0.999836564,0.531807678,5,1,1
0.999892831,0.333346715,8,1,0
0.939839661,0.624895556,6,1,1
0.749950802,0.388486931,3,1,0
0.999931097,0.995871395,5,1,1
0.999896526,2.00E-05,3,1,0
8.15E-05,0.724269204,3,0,1
0.010076598,4.44E-05,3,0,0
0.999758661,0.497126429,3,1,0
0.25028142,0.437286565,6,0,0
0.999931693,0.328890563,8,1,0
0.832142413,0.615120918,8,1,1
0.997536083,0.801568311,6,1,1
0.666758996,0.478884784,8,1,0
0.999437392,0.500218778,8,1,1
0.499999895,0.583026997,5,0,1
0.736589736,0.40277042,6,1,0
0.000116306,0.125227987,3,0,0
0.792849283,0.801820006,3,1,1
6.56E-05,0.219438195,1,0,0
0.99993062,0.396875441,3,1,0
8.25E-05,0.270824115,3,0,0
0.010790765,0.009349394,6,0,0
0.787359455,0.599995388,6,1,1
0.999931614,0.987963219,8,1,1
0.99992758,0.999982417,8,1,1
0.50002838,0.999982476,8,1,1
0.999936581,0.999976516,8,1,1
0.008709236,0.490271698,8,0,0
0.999878645,0.198193487,3,1,0
0.999921918,0.749976165,5,1,1
0.963297829,0.662782413,8,1,1
0.499985897,0.333295079,6,0,0
9.13E-05,0.265981551,3,0,0
0.952544928,0.57896025,6,1,1
0.799796283,0.431214809,8,1,0
0.999679774,0.371760117,5,1,0
0.499988505,0.220923035,6,0,0
0.626620829,0.329134363,5,1,0
0.400132315,0.493786461,6,0,0
0.99980101,0.359779883,5,1,0
0.00095767,0.999978304,6,0,1
0.503700109,0.372749298,5,1,0
0.995483816,0.99998337,8,1,1
0.10536436,0.422298587,3,0,0
0.863165299,0.472817286,3,1,0
0.998164713,0.457909172,3,1,0
0.99988538,0.200016407,1,1,0
0.999910116,0.666616349,6,1,1
0.968756378,0.664393633,8,1,1
0.935759246,0.999733806,6,1,1
0.99993515,0.999979258,6,1,1
0.999939919,0.678045837,8,1,1
0.865211886,0.272486737,6,1,0
0.500070416,0.460012764,8,1,0
0.999662161,0.213410993,5,1,0
6.78E-05,0.216969679,8,0,0
0.749990851,0.268805828,8,1,0
0.99987781,0.406527554,5,1,0
0.999934196,0.99998343,6,1,1
0.996023118,0.523519844,8,1,1
0.999928832,0.377843354,6,1,0
0.969488084,0.250045344,8,1,0
0.99993062,0.558156921,3,1,1
0.958323434,0.501099038,8,1,1
0.999921322,0.659079023,8,1,1
0.906188428,0.361498125,8,1,0
0.505250069,0.357706851,3,1,0
0.335254439,0.600086173,3,0,1
0.666751977,0.571514631,6,1,1
0.993632615,0.42412809,6,1,0
0.400025365,0.36044182,3,0,0
0.332761576,0.450603501,5,0,0
0.999923229,0.999979496,5,1,1
0.333369857,0.999240696,3,0,1
0.999933362,0.599997862,8,1,1
0.526406907,0.029058737,5,1,0
0.804679314,0.697821309,6,1,1
0.576755355,0.500221674,8,1,1
0.999925911,0.265783255,5,1,0
0.469366297,0.310127989,6,0,0
0.503643813,0.757879359,5,1,1
0.500000258,0.250012636,5,1,0
0.00040401,0.48793666,5,0,0
0.999811471,0.290474183,3,1,0
0.6666222,0.498111023,8,1,0
0.999931335,0.027530445,6,1,0
0.519299416,0.249268756,6,1,0
0.997775972,0.316103174,6,1,0
0.997577548,0.445584683,5,1,0
0.752680874,0.604146785,8,1,1
0.000210477,0.029099997,5,0,0
0.500005579,2.12E-05,6,1,0
0.99706611,0.999977708,3,1,1
0.999937654,0.200515478,5,1,0
0.004394762,0.499670543,3,0,0
0.949970528,0.520814226,6,1,1
0.99993372,0.480769998,5,1,0
0.500007548,0.749800631,6,1,1
0.00010894,2.39E-05,8,0,0
8.59E-05,0.27162947,6,0,0
0.942582369,0.646854679,6,1,1
8.90E-05,0.277786582,5,0,0
0.666934936,0.459381037,6,1,0
0.66665029,0.498426978,3,1,0
0.00078249,0.333286974,3,0,0
0.998507679,0.999966621,5,1,1
0.000179837,0.666627053,5,0,1
8.37E-05,0.235360941,5,0,0
0.999933362,0.702562798,6,1,1
0.585158519,0.433500686,5,1,0
0.5000123,0.745868179,6,1,1
8.59E-05,0.166695767,6,0,0
0.999934673,0.346356696,5,1,0
0.669372822,0.435531894,8,1,0
0.250044271,0.398185643,6,0,0
0.999656081,0.250055555,5,1,0
0.50117371,0.749822103,6,1,1
0.999931276,0.501113833,6,1,1
0.999230146,0.999646783,5,1,1
0.00027096,2.91E-05,3,0,0
0.607498683,0.333599683,8,1,0
7.51E-05,2.15E-05,5,0,0
0.896428347,0.25020657,5,1,0
7.24E-05,0.950683137,5,0,1
0.999932051,0.999975383,8,1,1
0.946702917,0.666495984,8,1,1
0.666592839,0.476149043,8,1,0
0.997805864,0.674580417,8,1,1
0.999911785,0.327686159,6,1,0
0.333357874,0.99517715,5,0,1
0.999921441,0.992840469,5,1,1
0.530184429,0.506760583,6,1,1
0.00012521,0.254019392,6,0,0
0.516936183,0.995837927,8,1,1
0.999938726,0.335027589,6,1,0
0.999910355,0.400020931,6,1,0
0.831785083,0.225135399,8,1,0
0.600011364,0.248758781,6,1,0
0.290819046,0.369753357,5,0,0
0.999916494,0.999967456,6,1,1
0.999485701,0.799771668,8,1,1
0.999905229,0.999962926,8,1,1
0.999533981,0.999979854,6,1,1
0.999188364,0.500005917,3,1,1
0.999916434,0.420464896,6,1,0
0.753854203,0.332659062,3,1,0
0.455781901,0.248292892,5,0,0
0.705212414,0.250135782,6,1,0
0.685002832,0.560687541,1,1,1
0.999931216,0.285889205,3,1,0
0.460254546,0.749159267,5,0,1
0.358601714,0.999979019,5,0,1
0.500204281,0.507682327,5,1,1
0.999930382,0.500533491,3,1,1
0.562724909,0.669454279,8,1,1
0.758250028,0.312391492,8,1,0
0.200053091,0.466598868,6,0,0
0.999858379,0.978552063,8,1,1
0.200689521,0.495971559,8,0,0
0.749963586,0.726497002,8,1,1
0.515034557,0.50000601,10,1,1
0.999909282,0.542792362,8,1,1
0.885840138,0.494860804,5,1,0
9.54E-05,2.14E-05,5,0,0
0.999925375,0.527860418,5,1,1
0.999921679,0.626898259,5,1,1
0.999891341,0.444415391,6,1,0
0.999896646,0.999916852,8,1,1
0.999684483,0.7995696,10,1,1
0.999935746,0.398244972,6,1,0
0.999894977,0.999978423,6,1,1
0.999865323,0.00014053,5,1,0
0.203878149,0.141493552,6,0,0
0.999909639,0.998412758,8,1,1
0.999931097,2.52E-05,6,1,0
0.500069041,0.955638707,6,1,1
0.999888659,0.235070191,5,1,0
0.500663671,0.664192093,5,1,1
0.000448562,0.599977822,5,0,1
0.130617261,0.000468013,6,0,0
0.769912817,0.343196272,3,1,0
0.999915004,0.999980569,6,1,1
0.9999367,0.430899357,3,1,0
0.999927402,0.931568086,5,1,1
0.99993372,0.999096036,8,1,1
0.999937057,0.500007824,3,1,1
0.22830227,0.510049997,6,0,1
0.333400295,0.59710715,5,0,1
0.999930441,0.666655034,8,1,1
0.999930382,0.577771357,5,1,1
0.999931892,0.334095409,5,1,0
0.999908924,0.464072553,8,1,0
0.999911189,0.50128801,6,1,1
0.427876095,0.340678711,6,0,0
0.335117721,0.897750258,6,0,1
0.662662858,0.722932883,6,1,1
0.497672018,0.20141274,8,0,0
0.999905586,0.750000466,8,1,1
9.52E-05,0.333519785,5,0,0
0.032859057,0.448194767,5,0,0
0.902705848,2.06E-05,5,1,0
0.453083187,0.328957314,6,0,0
0.999926329,0.404882519,6,1,0
0.999911825,0.360174087,8,1,0
0.999927044,0.440968759,6,1,0
0.746728544,0.999976397,8,1,1
0.999866247,0.500002236,8,1,1
0.499944192,2.21E-05,8,0,0
0.999887109,0.200014616,3,1,0
0.640284777,0.406920498,3,1,0
0.998642266,2.97E-05,1,1,0
0.082112842,0.236951721,5,0,0
0.999925911,0.999982357,8,1,1
0.658524482,0.47233635,6,1,0
7.31E-05,0.41274294,5,0,0
0.998983473,0.775912088,6,1,1
0.485729325,0.413952431,1,0,0
0.999930739,0.999827743,8,1,1
0.500021607,0.250262458,8,1,0
0.999930412,0.826123378,6,1,1
0.666814186,0.336522732,8,1,0
0.517577041,0.496898152,3,1,0
0.999929667,0.683475956,5,1,1
0.000873494,0.49255328,6,0,0
0.999733597,0.497010907,8,1,0
0.000132553,0.220232447,5,0,0
0.500002145,0.333297136,6,1,0
0.99989748,0.999966383,8,1,1
0.499676655,0.346462904,6,0,0
0.99979192,0.989005109,8,1,1
0.987529258,0.500230096,8,1,1
0.999829292,0.423182534,5,1,0
0.999899983,0.20646409,3,1,0
0.999930024,0.53149914,5,1,1
0.333588045,0.666670474,5,0,1
0.967985471,0.600012543,6,1,1
0.999907374,0.950140274,6,1,1
0.999904633,0.214653142,5,1,0
0.666648496,0.621755152,6,1,1
0.499651454,0.639698129,8,0,1
0.333352344,0.24577496,6,0,0
0.623118944,0.284387532,6,1,0
0.541814215,0.499791947,8,1,0
0.743399302,0.379357741,8,1,0
0.589133545,0.410899372,6,1,0
0.999927163,0.951000333,8,1,1
0.999921322,0.605894384,8,1,1
0.833659399,0.498366149,8,1,0
0.666666072,0.749835691,8,1,1
0.500145304,0.468807756,8,1,0
0.000178802,0.572097739,6,0,1
0.999856234,0.749535817,3,1,1
0.999924421,0.472014722,3,1,0
0.551303814,0.392426498,3,1,0
0.50037123,0.453663703,6,1,0
0.427264335,0.53912518,6,0,1
0.000228635,0.571591953,6,0,1
0.99991703,0.999980509,8,1,1
0.024275362,0.500015726,8,0,1
0.255098969,0.007525505,3,0,0
0.500154153,0.645054699,3,1,1
0.999879479,0.420938007,6,1,0
0.500335283,0.402988937,6,1,0
0.315160917,0.446106873,3,0,0
0.003891969,0.000283041,3,0,0
0.000161916,0.11114732,3,0,0
0.999931455,0.503400808,8,1,1
0.338627887,0.349451038,6,0,0
0.999893069,0.823975428,6,1,1
0.998112798,0.49147576,8,1,0
6.74E-05,0.573110411,5,0,1
0.415933989,0.350104362,6,0,0
0.99716411,0.636809751,3,1,1
0.37786023,0.727235187,3,0,1
0.999593437,0.29587115,6,1,0
0.000390903,0.163367383,3,0,0
0.999919176,0.599987537,3,1,1
0.500005661,0.58987487,3,1,1
0.664457598,0.473764881,6,1,0
0.999864479,0.366111575,6,1,0
0.999909361,0.657465245,3,1,1
0.999920487,0.21440498,5,1,0
0.751907051,0.606066874,6,1,1
0.86075604,0.299856058,6,1,0
0.672128983,0.181874572,5,1,0
0.999833107,0.480186485,5,1,0
0.999935865,0.660150678,5,1,1
0.999907374,0.753390323,8,1,1
0.999902129,0.499994654,6,1,0
0.999927998,0.666655058,6,1,1
0.99992764,0.344002096,5,1,0
0.999916315,0.300832901,5,1,0
0.5294209,0.485016128,8,1,0
0.999913692,0.442783394,8,1,0
0.609485718,0.264477446,5,1,0
0.821846783,0.666292459,8,1,1
0.454490367,0.575077422,5,0,1
0.000110007,3.19E-05,6,0,0
0.999899447,0.500071541,6,1,1
0.990842021,0.541202093,8,1,1
0.99159348,0.241923057,6,1,0
0.999882936,0.500275544,8,1,1
0.999914169,0.465425912,3,1,0
0.502267801,2.19E-05,5,1,0
0.503095348,0.660070147,8,1,1
0.951047142,0.997869819,8,1,1
0.999925256,0.734642118,6,1,1
0.880741179,0.586646143,8,1,1
0.500492902,0.253998455,8,1,0
0.999920726,0.978460759,8,1,1
0.000159637,0.498496196,6,0,0
0.999935389,0.500155536,6,1,1
0.499959786,0.531444667,6,0,1
0.749962416,0.333339295,6,1,0
0.999928772,0.998507619,8,1,1
0.999869555,0.679535717,5,1,1
0.999927878,0.565920419,5,1,1
0.999923885,0.480948635,3,1,0
0.800177135,0.500193607,6,1,1
0.997917116,0.023769169,6,1,0
0.333399291,0.003256026,6,0,0
0.9081738,0.01547392,5,1,0
0.999923825,0.999979337,6,1,1
0.999912858,0.570979868,3,1,1
0.668507107,0.500764305,5,1,1
0.500550362,0.265029799,5,1,0
0.500013641,0.999981403,8,1,1
0.666580814,0.144284717,5,1,0
0.525610235,0.496937069,6,1,0
0.663595319,0.499976598,6,1,0
0.999908447,0.666661771,6,1,1
0.999921799,0.999979138,8,1,1
0.333355838,0.333302873,6,0,0
0.500062384,0.570912684,6,1,1
0.059205811,0.499614914,8,0,0
0.000140401,0.259409564,3,0,0
0.665677106,0.307230457,3,1,0
0.999920726,0.623065552,5,1,1
0.999934316,0.999982715,6,1,1
0.167545069,0.250291189,8,0,0
0.999928594,0.999766926,3,1,1
0.99985373,0.799910546,8,1,1
8.09E-05,0.463759391,5,0,0
0.977175593,0.333596578,5,1,0
0.331783656,0.227607586,3,0,0
0.665336017,0.356210328,8,1,0
0.000255938,0.355371812,8,0,0
0.750925851,0.432351495,6,1,0
0.999884605,0.499996775,5,1,0
0.491658908,0.217040378,3,0,0
0.500062036,0.271592657,8,1,0
0.00328459,0.250631737,6,0,0
0.999591529,0.742315822,3,1,1
0.000255915,0.987117082,3,0,1
0.500895323,0.999980927,6,1,1
0.999920845,0.9999789,8,1,1
0.002305997,0.448618503,5,0,0
0.663931224,0.352268436,5,1,0
0.500058888,0.445808321,3,1,0
0.000104099,0.215734809,5,0,0
0.666517708,0.444577584,6,1,0
0.495182082,0.600357982,6,0,1
8.63E-05,0.25117521,6,0,0
0.700173983,0.169378055,6,1,0
0.66664146,0.479907014,3,1,0
0.999925613,0.411155983,5,1,0
0.50693074,0.267069133,3,1,0
0.47413123,0.249997287,3,0,0
0.666647054,0.531513736,3,1,1
0.383755478,0.596941152,3,0,1
8.48E-05,0.413960291,3,0,0
0.31891212,0.005850392,5,0,0
0.999931693,0.59774715,3,1,1
0.5029339,0.374997389,5,1,0
0.49996687,0.326711387,5,0,0
0.64294529,0.017847383,3,1,0
0.082977414,1.98E-05,3,0,0
0.416945038,0.524412301,8,0,1
7.14E-05,0.239206477,6,0,0
0.83106631,0.782021508,6,1,1
0.854899267,0.236643359,5,1,0
0.760775894,0.383583256,3,1,0
0.999937177,0.948535353,6,1,1
0.999916673,0.500232128,6,1,1
0.998555005,0.269718671,3,1,0
0.974111259,0.313983398,8,1,0
0.897391379,0.000331857,5,1,0
0.998293221,0.649571715,8,1,1
0.999355704,0.169894588,6,1,0
0.030466355,0.665704929,8,0,1
0.999866933,0.586357027,8,1,1
7.30E-05,2.31E-05,5,0,0
0.999939442,0.27825743,5,1,0
0.99992764,0.993346035,8,1,1
0.999922395,0.66716197,6,1,1
0.000221933,0.419417249,5,0,0
0.500018597,0.335494596,8,1,0
0.319663337,0.499987611,3,0,0
0.999926805,0.749299377,6,1,1
0.000945824,0.004753113,3,0,0
0.000169928,0.58567583,8,0,1
0.400289184,0.328980015,5,0,0
0.333358034,0.250775515,5,0,0
0.86616528,0.286070889,5,1,0
0.012184279,0.351760101,3,0,0
0.500009991,0.300039413,3,1,0
0.585598528,0.111403094,8,1,0
0.241573885,0.994116902,5,0,1
0.999923468,0.499890975,8,1,0
0.999934793,0.484479134,5,1,0
0.50105688,0.500003045,8,1,1
0.999932369,0.714282716,8,1,1
0.549102543,0.572470602,6,1,1
0.749946037,0.805300491,8,1,1
0.010229175,0.338803892,6,0,0
0.919940814,0.202603495,3,1,0
0.000302905,0.528938555,5,0,1
0.999928832,0.566844672,8,1,1
0.000280012,0.499998829,3,0,0
0.500024755,0.999972502,8,1,1
0.999644279,0.498098574,5,1,0
0.949449897,0.4974532,6,1,0
0.999848127,0.999519378,6,1,1
0.999931812,0.999922276,6,1,1
0.996746778,0.749827246,6,1,1
0.001123504,3.94E-05,6,0,0
0.500271387,2.60E-05,8,1,0
0.999869496,0.587761942,8,1,1
0.999836832,0.328365232,5,1,0
0.999826252,0.333130077,6,1,0
0.002120959,0.499967168,5,0,0
0.99965176,0.20070118,3,1,0
0.999854326,0.499986201,8,1,0
0.999904633,0.500002514,5,1,1
0.999738961,0.20174074,8,1,0
0.999924183,0.666516685,3,1,1
0.999932051,0.383936201,6,1,0
0.999920249,0.641348855,6,1,1
0.653627001,0.325185852,6,1,0
0.50064202,0.761619495,6,1,1
0.741310332,0.557693009,6,1,1
0.333243691,0.341598238,6,0,0
0.8442506,0.799049085,8,1,1
0.999863625,0.496302903,8,1,0
0.999918938,0.170105925,8,1,0
0.999929984,0.48928436,5,1,0
0.653927341,0.35448528,6,1,0
0.999853164,0.333669998,5,1,0
0.500059173,0.823718596,6,1,1
0.507259717,0.500334676,5,1,1
0.999547064,0.375422878,5,1,0
0.001008939,0.442171631,3,0,0
0.999932289,0.999976476,6,1,1
0.999917388,0.506879053,6,1,1
0.605629951,0.57577206,6,1,1
0.93516171,0.999983907,8,1,1
0.998977542,0.4999967,8,1,0
0.999921679,3.78E-05,1,1,0
0.054380722,0.500421839,3,0,1
0.501571327,2.56E-05,3,1,0
0.522516891,0.985551238,6,1,1
0.003864813,0.491974691,3,0,0
0.999936461,0.69799868,5,1,1
0.999892374,0.999983609,6,1,1
0.999933004,0.997757912,8,1,1
0.999923885,0.999976695,6,1,1
9.02E-05,0.499999792,5,0,0
0.290946906,0.397830927,6,0,0
0.999926567,0.250020883,3,1,0
0.999919891,0.49812101,6,1,0
0.334545959,0.151611279,6,0,0
0.000199491,0.209513586,5,0,0
0.713121677,2.06E-05,3,1,0
0.418420337,0.486808567,6,0,0
0.000187835,0.333487935,3,0,0
0.249940957,0.389255661,5,0,0
0.999933243,0.282574018,3,1,0
0.552932322,0.499265753,5,1,0
0.00025301,2.43E-05,6,0,0
0.999928832,1.97E-05,8,1,0
0.999889255,0.820207752,6,1,1
0.998986701,0.499780033,5,1,0
0.750035208,0.600619853,8,1,1
0.503138787,0.200023767,3,1,0
0.999923408,0.585868768,5,1,1
0.460202187,0.200020108,5,0,0
0.154016435,0.672918851,8,0,1
0.999936581,0.42785254,5,1,0
0.999936104,0.99865371,8,1,1
0.666026338,0.41129216,6,1,0
0.997298568,0.382670779,6,1,0
0.475864979,0.331992331,6,0,0
0.799579237,0.620121933,5,1,1
0.334606251,0.515882595,5,0,1
0.999917984,0.166682702,3,1,0
0.999371111,0.400726687,8,1,0
0.999897838,0.666665268,8,1,1
0.332937754,0.25019013,6,0,0
6.79E-05,0.999973238,6,0,1
0.555071706,0.60036627,6,1,1
0.995902658,0.333346773,3,1,0
0.975110143,0.761418539,6,1,1
0.000161032,0.66273062,5,0,1
0.333418402,0.946586382,5,0,1
0.392292574,0.598911802,5,0,1
0.462920496,0.735485992,8,0,1
0.999931574,0.999979973,6,1,1
0.000432391,0.29988372,5,0,0
0.999935031,0.559626628,5,1,1
0.500033218,0.537557905,3,1,1
0.143244111,0.617257944,5,0,1
0.00036166,0.453873047,8,0,0
0.666605443,0.02110571,6,1,0
0.999656558,0.285852511,8,1,0
0.000298215,0.403051089,6,0,0
0.999022812,0.66919226,8,1,1
0.520531652,0.371374334,5,1,0
0.998428524,0.88094306,5,1,1
0.333403702,0.0689471,6,0,0
0.002034255,0.114728386,5,0,0
0.331326173,0.799903984,3,0,1
0.750040049,0.428763531,6,1,0
0.500002271,0.35675289,8,1,0
0.011742044,0.487997995,8,0,0
0.237996283,0.333216545,5,0,0
0.866847396,0.500002713,8,1,1
0.000115272,1.92E-05,6,0,0
8.28E-05,5.87E-05,6,0,0
0.990949482,0.99998486,6,1,1
0.999789655,0.798126027,8,1,1
0.501893709,0.00252404,6,1,0
0.885945529,0.462248424,3,1,0
0.666197636,0.55608592,3,1,1
0.682499468,4.45E-05,3,1,0
0.994207799,0.516240502,5,1,1
0.998832256,0.341241942,6,1,0
0.999914765,0.666981075,5,1,1
0.499889831,0.287534144,6,0,0
0.010253325,0.250140138,1,0,0
0.000133403,0.250001027,1,0,0
0.501808416,0.545955113,5,1,1
0.500005317,0.1999951,5,1,0
0.666675798,0.319262441,5,1,0
0.971443534,2.30E-05,5,1,0
0.999892751,0.664435381,5,1,1
0.000155534,2.27E-05,3,0,0
0.086556023,0.050963324,3,0,0
0.999423722,0.649526012,3,1,1
0.005002699,0.666686313,6,0,1
0.938694537,0.749994569,8,1,1
0.055218536,2.06E-05,6,0,0
8.15E-05,3.77E-05,5,0,0
0.999888062,0.325694215,3,1,0
0.999862075,0.472536937,6,1,0
0.425633656,0.142505875,5,0,0
0.999929786,0.288488022,5,1,0
0.999926209,0.666624219,8,1,1
0.999894381,0.006295795,8,1,0
0.333355348,0.999834299,8,0,1
0.333414469,0.283868137,3,0,0
0.33168608,0.480010572,3,0,0
0.500001595,0.999801874,5,1,1
0.999927044,2.61E-05,6,1,0
6.71E-05,0.0009601,6,0,0
0.010704801,2.71E-05,5,0,0
0.397346767,2.08E-05,5,0,0
0.999929428,0.666388618,5,1,1
0.999931037,0.547181874,5,1,1
0.999934435,0.499838517,5,1,0
0.499982617,0.77597535,5,0,1
0.353218783,0.250017714,3,0,0
0.718495309,0.942110956,6,1,1
0.99993223,0.502800665,5,1,1
0.594854899,0.666638329,5,1,1
0.162996387,0.999692976,3,0,1
0.250071963,0.376010332,3,0,0
0.530906045,0.832501088,6,1,1
6.42E-05,0.999960542,5,0,1
0.666642997,0.000272253,5,1,0
0.998714566,3.31E-05,8,1,0
0.482984388,0.333428583,8,0,0
0.665492231,0.476251156,6,1,0
0.749823172,4.01E-05,8,1,0
0.664526885,2.03E-05,5,1,0
0.868217349,0.250031394,6,1,0
0.938194573,0.498427535,6,1,0
0.499854357,0.476856738,6,0,0
0.999927004,0.499999941,8,1,0
0.999930263,0.500005969,6,1,1
0.027084425,0.498318949,6,0,0
0.999905586,0.592368896,6,1,1
0.99987942,0.337688233,6,1,0
0.655046109,0.438682927,5,1,0
0.999861121,0.40023169,5,1,0
0.50001999,0.499998746,6,1,0
0.001225356,0.329426328,5,0,0
0.999927402,0.666657715,5,1,1
0.500309391,0.400038578,5,1,0
0.999928474,0.49402041,5,1,0
0.339032781,0.313010543,5,0,0
0.99972707,0.000462477,3,1,0
0.993868411,0.722066807,6,1,1
0.666647134,0.414546568,3,1,0
0.000166279,0.37199492,5,0,0
0.666652667,0.228350826,5,1,0
9.11E-05,0.260521878,5,0,0
0.770515144,0.59710631,5,1,1
0.999929428,0.495925036,5,1,0
0.997466236,0.749723416,5,1,1
0.000363186,0.378015903,5,0,0
0.658668419,0.400013315,3,1,0
0.999925733,0.449516529,5,1,0
0.000136245,2.16E-05,3,0,0
0.99992615,0.498865667,6,1,0
0.614191219,0.585302027,5,1,1
0.500000154,0.999956012,8,1,1
0.001596927,0.004306615,5,0,0
0.599544555,2.36E-05,6,1,0
0.955892622,0.001695177,5,1,0
0.667534325,0.728391889,5,1,1
0.48103931,0.387431213,5,0,0
0.999919295,0.532288092,6,1,1
0.339287665,0.748385904,6,0,1
0.562333534,0.415517055,6,1,0
0.000239523,0.786159635,3,0,1
0.015817218,0.91549782,6,0,1
0.666612671,0.661201723,3,1,1
0.988168538,0.270168868,1,1,0
0.999929547,0.500235409,3,1,1
0.543683991,0.999973774,6,1,1
0.999897957,0.500588867,3,1,1
0.666503304,0.500005943,6,1,1
0.000258486,0.043427445,5,0,0
0.36237815,0.500001898,3,0,1
0.999914646,0.00120264,5,1,0
0.47600049,0.429112641,8,0,0
0.504636388,0.063134752,3,1,0
0.999930978,0.999978423,8,1,1
0.951817989,0.000412676,3,1,0
0.999857426,2.28E-05,6,1,0
0.165074118,2.29E-05,6,0,0
0.850113332,0.799961851,8,1,1
7.70E-05,0.237801575,5,0,0
0.999941945,0.308931881,5,1,0
0.999925852,0.749726802,8,1,1
7.00E-05,0.403639966,5,0,0
0.999904394,0.531988294,3,1,1
6.82E-05,0.499187439,5,0,0
0.406670091,5.32E-05,5,0,0
0.461259335,0.500148946,6,0,1
0.549358737,0.5045977,6,1,1
0.999930501,0.998580019,6,1,1
0.999912262,0.466489491,6,1,0
0.333503102,0.452712666,3,0,0
0.252697167,0.164447127,3,0,0
0.497947646,0.193790746,3,0,0
0.989680588,0.267900242,5,1,0
0.999930024,0.798298978,8,1,1
0.991871476,0.33959966,8,1,0
0.66664439,0.983714342,6,1,1
0.748074616,0.250844658,8,1,0
0.999932766,0.490068154,3,1,0
0.999932051,0.66561752,6,1,1
0.999907613,0.369037905,6,1,0
8.20E-05,0.166698875,3,0,0
0.999516129,0.428516458,3,1,0
0.56628925,0.749445385,3,1,1
0.999931097,0.532374009,6,1,1
0.255174398,0.563261672,6,0,1
0.233752993,0.225558217,6,0,0
0.99991703,0.71390082,6,1,1
0.99571381,0.835665904,6,1,1
0.999901652,0.023852002,8,1,0
0.499995392,0.79957287,5,0,1
0.999916792,0.207166859,5,1,0
0.481931025,0.531047996,8,0,1
0.114468347,0.458616514,6,0,0
0.997664601,0.572581004,5,1,1
0.504675627,0.354801157,5,1,0
7.96E-05,2.70E-05,5,0,0
0.00015055,0.333341734,3,0,0
0.084569268,0.499990149,5,0,0
0.92537488,0.391269767,6,1,0
0.999920845,0.665885329,3,1,1
0.796031108,0.704489264,1,1,1
5.73E-05,2.32E-05,3,0,0
0.500007675,0.128517774,3,1,0
0.499930012,0.142879589,3,0,0
0.000198955,2.28E-05,3,0,0
0.992053658,0.66712512,6,1,1
0.498305582,0.666639125,5,0,1
0.368905029,0.444319306,6,0,0
0.999936581,0.994864166,8,1,1
0.999920785,0.499978813,6,1,0
0.999928355,0.5986926,8,1,1
0.272242585,0.652481958,10,0,1
0.00013638,0.401968043,5,0,0
0.493185812,0.648535354,6,0,1
8.49E-05,0.3348163,5,0,0
0.041345179,0.000121683,3,0,0
7.00E-05,0.249929653,3,0,0
0.499967774,0.302874788,3,0,0
0.999834806,0.428558547,6,1,0
0.995616674,0.252693319,1,1,0
