clarity_average,contribution_average,evidence_average,motivation_average,originality_average,relatedwork_average,relevance_average,clarity_num,contribution_num,evidence_num,motivation_num,originality_num,relatedwork_num,relevance_num,score_total
0.993846893,0.250139721,0.500192022,0.968756378,0.664393633,0,0,2,4,4,1,3,0,0,8
0.284929814,0.999957085,0.503442915,0.935759246,0.999733806,0,0,7,1,4,1,3,0,0,6
0.999955148,0.999920249,0.711745698,0.99993515,0.999979258,4.38E-05,0,4,1,7,1,1,1,0,6
0.302212476,0.926387608,0.27860372,0.999939919,0.678045837,4.57E-05,0.200194214,9,2,7,1,3,1,5,8
8.59E-05,0,0.211165076,0.865211886,0.272486737,0.18428271,0,3,0,6,5,4,5,0,6
0.400007735,0.823938134,0.154555738,0.500070416,0.460012764,5.48E-05,0.999855578,5,5,19,2,11,1,3,8
0.404856136,0.999937773,0.284644741,0.999662161,0.213410993,3.55E-05,0,2,1,5,1,4,1,0,5
0.403912297,0.333585062,0.256302237,6.78E-05,0.216969679,0.511887314,0,2,3,5,1,8,5,0,8
0.092577702,0.499993733,0.150370729,0.749990851,0.268805828,0.333362326,0.000883033,11,2,10,4,19,3,1,8
0.143761715,0.017442322,0.33384873,0.99987781,0.406527554,0.998302191,0,6,4,6,1,13,2,0,5
0.248821832,0.333342236,2.58E-05,0.999934196,0.99998343,0,0.502938698,4,3,7,1,1,0,2,6
0.110168735,0.495272076,0.050822713,0.996023118,0.523519844,0,0,5,4,15,2,2,0,0,8
0.436612454,0.499450256,0.306163718,0.999928832,0.377843354,0,0,4,2,3,1,4,0,0,6
0,0.001642836,1.95E-05,0.969488084,0.250045344,0,0,0,1,1,1,4,0,0,8
0.333351401,0.471139806,0.142867498,0.99993062,0.558156921,0,0,3,4,7,1,5,0,0,3
0.749009636,0.999926448,0.981788874,0.958323434,0.501099038,0,0,4,1,3,4,9,0,0,8
1.21E-05,0.565775304,0.166816477,0.999921322,0.659079023,0,0,7,3,6,1,6,0,0,8
0.203824126,0.7388791,0.12019256,0.906188428,0.361498125,0.500100236,0,8,4,17,5,11,4,0,8
0.057922083,0.998586506,0.000821481,0.505250069,0.357706851,0.999957323,0.003943112,4,2,6,2,3,1,1,3
0.000988958,0.5001711,0.300885439,0.335254439,0.600086173,0,0.000276183,4,4,10,3,5,0,1,3
0.999597669,3.80E-05,0.714254713,0.666751977,0.571514631,0.244915579,0,3,1,7,3,7,4,0,6
0.329286181,0.499980161,0.564784513,0.993632615,0.42412809,0,0.016937545,2,2,7,1,5,0,1,6
0.399954682,0.518742226,0.522627609,0.400025365,0.36044182,0,0.000511701,5,4,4,5,11,0,1,3
0.499996736,0.820084164,0.125814958,0.332761576,0.450603501,0.499854367,0.999897718,6,5,8,3,13,2,2,5
0.999898434,0,0.329360512,0.999923229,0.999979496,0.012063107,0,1,0,3,3,1,2,0,5
0.506508938,0.333463275,0.255039583,0.333369857,0.999240696,0,0,6,3,4,3,2,0,0,3
0.051727895,0.33312822,0.166679175,0.999933362,0.599997862,4.40E-05,0.182848498,7,3,6,2,5,1,1,8
0.999973774,0.384586451,0.336216773,0.526406907,0.029058737,0.000929488,0,1,3,4,2,2,1,0,5
0.333306714,4.47E-05,0.246041014,0.804679314,0.697821309,0,0,3,3,4,3,3,0,0,6
0.324413653,0,0.250171893,0.576755355,0.500221674,0,0,6,0,4,4,4,0,0,8
1.40E-05,0.416500231,0.205315271,0.999925911,0.265783255,0.999044597,0,12,15,13,2,14,1,0,5
0.25068343,0.404606083,0.666008241,0.469366297,0.310127989,0,0,13,7,6,3,6,0,0,6
0.249990232,0.997755706,0.279991182,0.503643813,0.757879359,0,0,8,2,7,2,4,0,0,5
2.16E-05,0,0.600022404,0.500000258,0.250012636,6.03E-05,0,2,0,5,2,4,1,0,5
0.152647315,0.607878617,0.301749008,0.00040401,0.48793666,0,0.000276674,7,8,13,1,12,0,1,5
0.499994558,0.248451994,0.599838949,0.999811471,0.290474183,0,0.999871373,2,2,4,3,7,0,1,3
0.499995918,0.931486726,0.202955808,0.6666222,0.498111023,0.81657061,0.999906143,4,4,2,3,2,2,3,8
0.166698659,0.230538666,0.665798537,0.999931335,0.027530445,0.88731277,0.000376587,6,1,3,1,2,1,3,6
0.999838501,0,0.607884281,0.519299416,0.249268756,0.638603819,0.501006995,2,0,4,2,8,3,2,6
1.94E-05,0,0.444807084,0.997775972,0.316103174,0.000591818,0,2,0,4,1,3,1,0,6
2.31E-05,0.981909116,0.115066759,0.997577548,0.445584683,0,0,4,6,18,2,9,0,0,5
0.333339611,0.748192565,0.167894069,0.752680874,0.604146785,0,0.499886615,3,4,6,4,5,0,2,8
0.981946528,0.749924552,0.007904449,0.000210477,0.029099997,5.94E-05,0.000297755,1,4,4,1,1,1,1,5
0.219231812,0.963148224,0.33395008,0.500005579,2.12E-05,4.49E-05,0,9,5,6,2,2,1,0,6
0.499992891,0.787946015,0.16670957,0.99706611,0.999977708,0,0,4,7,6,2,1,0,0,3
0.999950528,0.001970017,0.144147676,0.999937654,0.200515478,0,0,1,1,9,1,5,0,0,5
0,0.332832227,0.115932118,0.004394762,0.499670543,0,0,0,3,8,1,2,0,0,3
3.99E-05,0.261878282,0.106567661,0.949970528,0.520814226,0,0,2,1,2,4,4,0,0,6
0,0.514632593,5.55E-05,0.99993372,0.480769998,0,0,0,2,4,1,4,0,0,5
1.17E-05,0.999441882,0.375314962,0.500007548,0.749800631,0.999923825,0,7,3,8,2,4,1,0,6
0.636820164,0.650994959,0.10232367,0.00010894,2.39E-05,0,0,3,3,4,2,1,0,0,8
0.000221441,0.684030311,2.19E-05,8.59E-05,0.27162947,4.17E-05,0,2,5,2,1,3,1,0,6
0.499992152,0.146296895,0.182018703,0.942582369,0.646854679,0,0.341236485,4,6,11,1,15,0,2,6
1.43E-05,0.666459892,0.243112849,8.90E-05,0.277786582,0,0,1,3,10,1,14,0,0,5
0.249948446,0.595679554,0.090604079,0.666934936,0.459381037,0.99995327,0,8,10,13,3,15,1,0,6
0.000125507,0.592809997,0.000915451,0.66665029,0.498426978,0,0,5,5,7,3,6,0,0,3
0.165715715,0.815709889,0.000375269,0.00078249,0.333286974,0,0.000301308,6,1,5,1,6,0,1,3
0.200008359,0.593520826,0.442608824,0.998507679,0.999966621,0,0,5,4,9,1,1,0,0,5
0.988324434,0.999883163,0.04892373,0.000179837,0.666627053,0.005731353,0.362351642,2,5,6,1,3,2,2,5
0.009480226,0.587916371,0.000169313,8.37E-05,0.235360941,0,0,6,4,5,1,4,0,0,5
0.000452461,0.740872048,0.278244968,0.999933362,0.702562798,0,0,14,8,11,1,11,0,0,6
1.22E-05,0.999947548,0.245461448,0.585158519,0.433500686,0.285721556,0.970285594,1,2,4,2,7,7,1,5
0.089932705,0.455017174,0.078198408,0.5000123,0.745868179,0,0.00058323,11,9,12,2,4,0,1,6
0.497492653,0.999940276,0.353302305,8.59E-05,0.166695767,0,0.001986738,6,1,7,1,6,0,1,6
0.000745306,0.622383979,0.167121438,0.999934673,0.346356696,4.86E-05,0,4,4,6,1,6,1,0,5
0.15975092,0.500305737,0.117806446,0.669372822,0.435531894,0.361515512,0.983506948,18,12,34,3,26,6,2,8
0.133361029,0.499983764,0.297571919,0.250044271,0.398185643,3.04E-05,0.999906778,7,2,10,4,18,1,1,6
0.381449954,0.332859483,0.266384668,0.999656081,0.250055555,0.94729346,0,2,3,3,1,4,2,0,5
0.40592509,0.496685416,0.158842049,0.50117371,0.749822103,0,0,5,2,6,2,4,0,0,6
1.62E-05,0.993687853,0.400492414,0.999931276,0.501113833,0.973886251,0,1,4,5,2,4,1,0,6
0.167792565,0.405738428,0.499957448,0.999230146,0.999646783,4.76E-05,0,4,6,2,1,1,1,0,5
0.333491704,0.466968091,2.06E-05,0.00027096,2.91E-05,0.497040549,0,3,2,1,1,2,4,0,3
2.12E-05,0.999494165,0.500740614,0.607498683,0.333599683,3.96E-05,0.760859191,2,2,6,3,6,2,1,8
1.52E-05,0.495674088,2.68E-05,7.51E-05,2.15E-05,0.457125479,0.332270256,3,4,7,2,3,2,3,5
0.125275619,0.99993819,0.183041741,0.896428347,0.25020657,4.18E-05,0,8,2,11,1,4,1,0,5
0.116143224,0.337051514,0.234352084,7.24E-05,0.950683137,0.999968529,0.158816561,11,3,4,1,3,1,1,5
0.751804471,0.99994421,0.621064655,0.999932051,0.999975383,0,0,2,1,2,1,2,0,0,8
0.400937651,0.998477399,0.62468583,0.946702917,0.666495984,0.372658223,0,5,1,8,3,3,1,0,8
0.335515181,0.678086949,0.741782839,0.666592839,0.476149043,0,0.000303229,3,3,4,3,8,0,1,8
0.500016954,0.005381756,0.403460171,0.997805864,0.674580417,0.999959588,0,6,2,5,2,7,1,0,8
0.999977112,0,0.500029506,0.999911785,0.327686159,0,0,3,0,6,1,5,0,0,6
0.499874653,0.400389052,0.752345041,0.333357874,0.99517715,0,0.9998914,2,5,4,3,2,0,1,5
0.199844432,0.999907166,0.162956154,0.999921441,0.992840469,0,0,5,4,6,1,2,0,0,5
0.999976277,0.666350138,0.339033547,0.530184429,0.506760583,0,0,1,3,3,2,4,0,0,6
1.94E-05,0.999956608,4.20E-05,0.00012521,0.254019392,0,0,5,1,7,2,4,0,0,6
0.999925137,0.999938309,0.783344364,0.516936183,0.995837927,0,0.000302087,1,2,5,1,2,0,1,8
0.999985576,0.000607665,0.424264701,0.999938726,0.335027589,0,0,1,1,7,1,9,0,0,6
0.333328248,0,0.21384206,0.999910355,0.400020931,0,0.250199154,3,0,9,1,5,0,4,6
0.499936791,0.666415501,0.049337704,0.831785083,0.225135399,0,0,4,3,9,2,2,0,0,8
0.999986291,0.428258358,0.140417311,0.600011364,0.248758781,0.000732993,0.003866037,1,3,8,5,13,1,2,6
5.11E-05,0.999811471,0.364022856,0.290819046,0.369753357,0.499968092,0.999878645,3,2,11,4,8,2,1,5
0.333167846,0.999525666,0.494312803,0.999916494,0.999967456,0,0,3,1,2,2,4,0,0,6
0.74997974,0.995732844,0.593624713,0.999485701,0.799771668,0,0,4,2,5,2,5,0,0,8
0.999978304,0.499986093,0.499968154,0.999905229,0.999962926,0,0,1,2,2,1,2,0,0,8
0.500007741,0.938018709,0.499996309,0.999533981,0.999979854,0,0,2,2,2,2,2,0,0,6
0.142758573,0.996627529,0.009723615,0.999188364,0.500005917,0,0.501436696,7,3,3,1,4,0,2,3
1.67E-05,0.503867195,0.408095628,0.999916434,0.420464896,0.00011188,0,6,2,4,1,5,2,0,6
0.000229117,0.225549632,0.095693208,0.753854203,0.332659062,0.00018934,0.00075356,4,5,11,4,9,4,1,3
0.473156868,0.828484803,0.022147167,0.455781901,0.248292892,3.26E-05,0.50008049,2,3,7,2,8,1,2,5
0.370799686,3.77E-05,0.200370235,0.705212414,0.250135782,0,0,4,1,5,1,4,0,0,6
0.090792061,0.501737386,0.31206905,0.685002832,0.560687541,3.92E-05,0.00025739,11,4,5,3,23,2,1,1
1.09E-05,7.99E-05,0.334328452,0.999931216,0.285889205,0.042767343,0.101527736,1,4,6,1,7,2,1,3
0.134673904,0.492756308,0.109988943,0.460254546,0.749159267,0.999862075,0,7,2,9,4,4,1,0,5
0.493974777,0.999822199,0.001043213,0.358601714,0.999979019,0.131540284,0,2,1,5,3,2,1,0,5
0.333339765,0.999913335,0.427587213,0.500204281,0.507682327,0.993241847,0,3,1,7,2,4,1,0,5
2.40E-05,0.491534157,0.023950971,0.999930382,0.500533491,0.999970078,0,1,2,7,1,2,1,0,3
0.993675768,0.98398225,0.424446515,0.562724909,0.669454279,0,0,4,4,11,5,6,0,0,8
0,0.999939203,0.339940889,0.758250028,0.312391492,0,0,0,1,9,2,7,0,0,8
0.125032007,0.499968964,0.244941473,0.200053091,0.466598868,0.416865035,0.710448025,8,4,21,5,15,2,4,6
0.519719977,0.999925137,0.332945138,0.999858379,0.978552063,0,0,2,1,3,1,3,0,0,8
0.623846568,0.65625518,0.120304366,0.200689521,0.495971559,0,0,8,15,16,5,21,0,0,8
0.25002044,0.713774514,0.20599811,0.749963586,0.726497002,0.138168843,0.999909878,4,7,5,4,11,2,1,8
0.500030761,0.941919565,0.17498722,0.515034557,0.50000601,0.999965906,0.999886155,6,3,6,2,2,1,1,10
0.995740175,0.999951124,0.999972761,0.999909282,0.542792362,0,0,1,1,2,1,4,0,0,8
0.529075915,0.674083427,0.114274048,0.885840138,0.494860804,0.197467618,0,2,2,7,3,4,2,0,5
0.385577471,0.748652818,0.220433379,9.54E-05,2.14E-05,0,0.461178655,3,4,5,1,2,0,3,5
0.3253134,0.754736261,0.136554166,0.999925375,0.527860418,0,0.032712772,6,15,14,1,4,0,1,5
0.133576384,0.754280403,0.220874799,0.999921679,0.626898259,0.323710671,0,5,5,9,1,8,3,0,5
0.265113096,0.249268527,0.341248184,0.999891341,0.444415391,0.001283938,0.000289507,4,5,9,5,9,1,1,6
0.499833509,0.999405086,0.499982308,0.999896646,0.999916852,0,0.999897957,2,3,6,1,3,0,1,8
0.666077517,0.998522401,0.164130736,0.999684483,0.7995696,4.70E-05,0.999867141,3,2,8,2,5,2,2,10
0.448599966,0.505460876,0.166744759,0.999935746,0.398244972,0.004203285,0.975555539,4,2,6,1,5,4,1,6
0,0.999127716,0.631310516,0.999894977,0.999978423,0,0,0,2,3,1,1,0,0,6
0.28711906,0.44230155,0.000389937,0.999865323,0.00014053,0,0,4,7,5,2,4,0,0,5
0.196691404,0.630287446,0.22599633,0.203878149,0.141493552,0.500005118,0,5,8,16,1,7,2,0,6
0.999971271,0.997119506,0.999965847,0.999909639,0.998412758,0,0,2,3,2,1,2,0,0,8
0.499996413,0.364423714,0.284878128,0.999931097,2.52E-05,0,0.003063755,2,4,7,1,1,0,2,6
1.49E-05,0.599978584,0.2827068,0.500069041,0.955638707,0.999958277,0,4,5,11,2,1,1,0,6
0.929516315,0.590205249,0.144118124,0.999888659,0.235070191,0.657652318,0,4,5,7,1,8,1,0,5
0.469892622,0.53994501,0.206203384,0.500663671,0.664192093,6.26E-05,0,3,6,5,2,4,1,0,5
0.987529159,0.999692231,0.257070311,0.000448562,0.599977822,0.666567265,0.000319326,1,2,8,1,5,3,1,5
0.033923977,0.999785602,0.094779966,0.130617261,0.000468013,0.413453903,0,2,1,10,1,2,7,0,6
0.968820184,0.967319161,0.296285211,0.769912817,0.343196272,0,0,2,2,10,5,7,0,0,3
0.002085809,0.999953151,0.004656226,0.999915004,0.999980569,0,0,1,1,1,1,2,0,0,6
3.38E-05,0.999776483,0.055958302,0.9999367,0.430899357,5.29E-05,0,3,2,4,1,9,1,0,3
0.030849239,0,0.596823607,0.999927402,0.931568086,0,0.000325098,1,0,5,2,4,0,1,5
0,6.13E-05,0.2467583,0.99993372,0.999096036,0,0,0,1,4,1,1,0,0,8
0.000460816,0.016983574,0.2260491,0.999937057,0.500007824,0,0,5,2,9,1,2,0,0,3
0.404891197,0.492869015,5.02E-05,0.22830227,0.510049997,0.003152893,0,4,4,1,1,4,1,0,6
0.001602831,0.502458303,0.115473464,0.333400295,0.59710715,0.49757009,0.999418736,5,7,17,3,5,4,1,5
0.333334837,0.774589467,0.183486967,0.999930441,0.666655034,0.737309702,0.666713881,3,8,11,2,6,4,3,8
6.85E-05,3.90E-05,0.192468932,0.999930382,0.577771357,0.503574702,0,5,1,6,1,5,2,0,5
0.160298999,0.448662776,0.285721146,0.999931892,0.334095409,0.001097674,0.496419831,9,5,7,3,12,2,4,5
0.187260702,0.795930878,0.14287753,0.999908924,0.464072553,0.337912828,0.987295628,8,5,7,1,6,3,2,8
2.25E-05,0,2.21E-05,0.999911189,0.50128801,0,0,6,0,2,1,2,0,0,6
0.168073273,0.999923468,0.250509928,0.427876095,0.340678711,8.38E-05,0,5,1,4,7,5,2,0,6
0.145095259,0.000623223,0.284018379,0.335117721,0.897750258,4.72E-05,0,5,2,7,3,1,1,0,6
0.500032518,0.691888059,0.698245118,0.662662858,0.722932883,4.02E-05,0,2,3,10,6,11,1,0,6
0.999928912,0.74985453,0.666233339,0.497672018,0.20141274,0,0,3,4,3,2,5,0,0,8
0.666647315,0.999949574,0.999641657,0.999905586,0.750000466,0,0.999859691,3,1,2,1,4,0,1,8
0.333682496,0.499530108,0.117708545,9.52E-05,0.333519785,0.000232615,0.017601652,3,2,10,1,3,3,1,5
0.251302476,0.598565581,0.157664927,0.032859057,0.448194767,5.13E-05,0,10,10,11,1,5,1,0,5
0.988425255,0,0,0.902705848,2.06E-05,0,0,1,0,0,1,1,0,0,5
0.003571613,0.999940753,0.325841831,0.453083187,0.328957314,0.42736201,0.457464605,3,1,4,2,6,2,2,6
0.27881798,0.991499707,0.464535612,0.999926329,0.404882519,4.02E-05,0,5,4,4,1,5,1,0,6
0.999941587,0.091812667,0.999871492,0.999911825,0.360174087,0.333481667,0.999892712,1,2,4,3,6,3,1,8
0,0.61617984,0.253294823,0.999927044,0.440968759,0.00021079,0,0,4,8,1,5,2,0,6
0.188246811,0.499944587,0.311909983,0.746728544,0.999976397,0.723122597,0.999914289,5,4,11,7,3,1,2,8
0.499994954,0.999949098,2.40E-05,0.999866247,0.500002236,0,0,4,1,1,1,2,0,0,8
0.249947063,0.144737641,3.16E-05,0.499944192,2.21E-05,0,0,4,3,3,2,1,0,0,8
0,0.015392341,0.646945211,0.999887109,0.200014616,5.15E-05,0,0,3,3,1,5,1,0,3
0.200033353,0.748354936,2.86E-05,0.640284777,0.406920498,0.280845332,0,5,4,18,2,10,3,0,3
5.69E-05,0.007171084,0.14321508,0.998642266,2.97E-05,0,0,4,2,8,1,4,0,0,1
0.005081144,0.707916975,0.239783429,0.082112842,0.236951721,6.32E-05,0,8,18,21,3,9,3,0,5
0.747653144,0.999556273,0.500010948,0.999925911,0.999982357,6.63E-05,0,4,4,2,2,1,1,0,8
0.091134251,0.599659806,0.27087349,0.658524482,0.47233635,0.999934256,0,22,11,23,3,22,2,0,6
0.999979258,0.374982011,0.202684303,7.31E-05,0.41274294,0,0.999256551,1,8,10,1,12,0,1,5
3.84E-05,4.01E-05,0,0.998983473,0.775912088,0,0,2,1,0,2,5,0,0,6
0.000179006,0.266831902,0.008769999,0.485729325,0.413952431,0.128742955,0,8,3,8,3,10,8,0,1
0.499998453,0.665148755,0.993468165,0.999930739,0.999827743,0.999962687,0,2,3,3,1,1,1,0,8
0.166674552,0.499991659,0.222593378,0.500021607,0.250262458,0,0.031869508,6,6,9,2,8,0,4,8
0.986968905,0.999851237,0.84679523,0.999930412,0.826123378,0.604570739,0.500113563,2,6,7,4,12,2,2,6
0.515247985,0.311400734,0.545116837,0.666814186,0.336522732,0.989514679,0,10,10,11,6,14,2,0,8
3.67E-05,0.372739975,0.03524226,0.517577041,0.496898152,6.67E-05,0.349611543,18,22,23,4,11,1,3,3
1.04E-05,0.741690819,2.46E-05,0.999929667,0.683475956,4.87E-05,0.177071065,1,4,2,1,3,1,1,5
0,0.519036513,0.041109974,0.000873494,0.49255328,0,0,0,2,5,1,2,0,0,6
0.334076473,0.499416537,0.221822623,0.999733597,0.497010907,0,0,3,2,8,2,2,0,0,8
0.25317433,0.429631422,6.52E-05,0.000132553,0.220232447,0.008767449,0,4,7,4,2,11,1,0,5
0.417414698,0.66638775,0.369424929,0.500002145,0.333297136,0,0,2,3,12,2,6,0,0,6
0,0,0.250014506,0.99989748,0.999966383,0.999939203,0,0,0,4,2,2,1,0,8
0.232226332,0.518528486,0.374971527,0.499676655,0.346462904,0,0,8,2,8,2,9,0,0,6
0,0.367485589,0.212034454,0.99979192,0.989005109,0,0,0,3,4,1,3,0,0,8
3.12E-05,8.60E-05,0.500013141,0.987529258,0.500230096,0,0,2,1,4,3,2,0,0,8
0.499491984,0,0.139647694,0.999829292,0.423182534,5.18E-05,0.695638254,2,0,8,1,5,1,2,5
0.033223866,0.463036317,0.229322591,0.999899983,0.20646409,5.49E-05,0,5,9,23,1,10,1,0,3
0.003242367,0.000148345,0.50653545,0.999930024,0.53149914,0,0,2,1,2,1,2,0,0,5
0.111356451,0.393054215,0.165710134,0.333588045,0.666670474,0.999966741,0.939891458,9,8,6,3,6,1,2,5
0.750392147,0,0.999971747,0.967985471,0.600012543,0.986523986,0.000608339,4,0,1,3,5,1,2,6
0.749953766,0.749937813,0.332767477,0.999907374,0.950140274,3.52E-05,0.000289066,4,4,12,1,5,1,1,6
2.87E-05,4.93E-05,0.34564657,0.999904633,0.214653142,0,0,4,3,9,1,8,0,0,5
0.043356275,0.598945965,0.249682717,0.666648496,0.621755152,0,0,4,5,4,3,8,0,0,6
1.25E-05,0.666536572,0.491966628,0.499651454,0.639698129,0.333365557,0.999905825,4,6,4,2,3,3,1,8
9.91E-05,0.625910692,0.013570173,0.333352344,0.24577496,5.23E-05,0,4,4,8,3,5,1,0,6
2.53E-05,0.999934733,0.33192907,0.623118944,0.284387532,0,0,3,2,3,4,7,0,0,6
0.833876491,0.340366801,0.501137065,0.541814215,0.499791947,0,0.995969296,1,3,8,2,2,0,1,8
0,0,0.831971663,0.743399302,0.379357741,0,0.564925849,0,0,6,3,6,0,1,8
0.394652021,0.823062432,0.128636268,0.589133545,0.410899372,0,0.999175727,4,5,13,7,17,0,1,6
0.998832732,0.999949038,0.501295246,0.999927163,0.951000333,0,0,2,2,4,1,3,0,0,8
0.12251498,0.412480035,0.400090745,0.999921322,0.605894384,0.999941826,0.62834727,10,5,10,2,8,2,3,8
0.66518147,0.788942813,0.250300501,0.833659399,0.498366149,0,0.665236715,3,5,8,5,8,0,3,8
2.19E-05,0.399910771,0.140422536,0.666666072,0.749835691,0.332619515,0.000506379,2,5,11,3,4,3,1,8
0.000149256,0.447361746,0.112994169,0.500145304,0.468807756,0,0.933059653,9,2,8,2,4,0,3,8
0.199935898,0.333510419,0.49975906,0.000178802,0.572097739,0.999014258,0.667486582,5,3,4,1,7,1,3,6
2.56E-05,0.491366777,0.142556977,0.999856234,0.749535817,0.615680814,0.000256721,2,6,7,1,4,1,1,3
0.313110749,0.499951781,0.322949227,0.999924421,0.472014722,0,0,2,6,6,2,7,0,0,3
3.68E-05,0,0.074571157,0.551303814,0.392426498,0.000191549,0,1,0,14,4,12,1,0,3
0.342447267,0.687347969,0.021282119,0.50037123,0.453663703,3.48E-05,0.549866058,12,9,12,2,18,1,2,6
0.017713528,0.741303553,0.250461827,0.427264335,0.53912518,0.990235746,0,6,3,8,7,14,4,0,6
0.333339645,0.336278459,0.200414303,0.000228635,0.571591953,0.250504293,0.666723042,3,3,5,1,7,4,3,6
0.999982238,0.999944925,0.794882051,0.99991703,0.999980509,0,0,1,1,5,1,2,0,0,8
0.333327211,0.792270103,0.007040417,0.024275362,0.500015726,0,0.990631461,3,5,2,1,2,0,1,8
0.250042205,0.49993642,0.180460078,0.255098969,0.007525505,0,0,4,2,7,1,5,0,0,3
7.48E-05,0.328924576,0.237360698,0.500154153,0.645054699,0.479528859,0.010124561,7,9,8,4,9,2,2,3
0.371964668,0.627729311,0.409872213,0.999879479,0.420938007,0.662680053,0.99990797,8,6,11,1,12,3,1,6
0.400466207,0.826955706,0.667874466,0.500335283,0.402988937,0,0,5,2,3,2,5,0,0,6
1.18E-05,0.714896943,0.361770174,0.315160917,0.446106873,0.000628157,0,5,6,8,2,6,3,0,3
6.53E-05,0.58790455,0.171318062,0.003891969,0.000283041,0,0.000299255,1,2,7,2,6,0,1,3
2.23E-05,0.372308776,0.206604476,0.000161916,0.11114732,0,0,2,6,11,2,9,0,0,3
0.278429529,0.665852271,0.250010563,0.999931455,0.503400808,0,0.999206881,7,6,4,1,7,0,3,8
0.333339025,0.665036148,0.437114703,0.338627887,0.349451038,0.333469886,0,3,3,7,3,3,3,0,6
0.200264289,0.826610433,0.102298602,0.999893069,0.823975428,0,0,5,6,10,1,7,0,0,6
0.333320588,0.999932448,0.242227407,0.998112798,0.49147576,0,0.53352246,6,3,14,2,8,0,3,8
0.138357006,0.999355495,0.110340145,6.74E-05,0.573110411,3.98E-05,0.621817182,11,4,20,1,9,1,8,5
0.200527506,0,0.134017074,0.415933989,0.350104362,0.000169445,0.499368207,5,0,15,4,1,2,2,6
0.122203242,0.225772536,0.018806937,0.99716411,0.636809751,0,0.924507976,9,3,6,3,9,0,5,3
0.225233446,0.391772514,0.178598919,0.37786023,0.727235187,0.335116145,0,10,3,11,3,4,3,0,3
3.49E-05,0.415959388,0.499465551,0.999593437,0.29587115,0,0.494779289,4,1,2,1,7,0,2,6
2.97E-05,0.81559055,0.285694854,0.000390903,0.163367383,0,0.999873996,3,5,7,2,5,0,1,3
6.35E-05,0.505347525,0.299762881,0.999919176,0.599987537,3.91E-05,0,2,2,10,1,5,1,0,3
1.35E-05,0.996121809,0.331359315,0.500005661,0.58987487,0,0.000403297,2,4,15,2,7,0,1,3
0.214080719,0.533990562,0.168019029,0.664457598,0.473764881,0,0,4,2,12,3,4,0,0,6
0.499932597,0,0.384450613,0.999864479,0.366111575,4.83E-05,0.489413491,2,0,5,3,6,1,2,6
2.50E-05,0.999860624,0.310712127,0.999909361,0.657465245,0,0,4,3,2,3,6,0,0,3
0.499979704,0.621480044,0.367585827,0.999920487,0.21440498,0,0,2,5,6,1,9,0,0,5
0.066676947,0.289856447,0.419575294,0.751907051,0.606066874,0.43100369,0.865458965,15,7,17,2,8,1,1,6
0.000106698,0.51610632,0.142082217,0.86075604,0.299856058,0,0,3,4,7,1,10,0,0,6
0.333438576,6.54E-05,0.022192057,0.672128983,0.181874572,0.999966741,0,3,5,8,3,6,1,0,5
0.203864066,0,0.334640354,0.999833107,0.480186485,0.000108879,0,5,0,6,2,10,1,0,5
0.035042098,0.799445152,0.333102895,0.999935865,0.660150678,0.000102336,0.000324983,3,5,3,1,3,1,1,5
0,0.999816954,0.935986102,0.999907374,0.753390323,0,0,0,3,3,1,6,0,0,8
0.333341683,6.16E-05,0.507088721,0.999902129,0.499994654,0.500009938,0.497441741,3,1,4,1,4,2,3,6
0.000858438,0.405595089,0.108632649,0.999927998,0.666655058,0,0.999910355,3,5,9,1,3,0,1,6
1.61E-05,0.999619484,0.40001393,0.99992764,0.344002096,0.073794276,0.645763975,5,1,5,1,6,1,5,5
0.145744575,0.357340045,0.13396907,0.999916315,0.300832901,6.36E-05,0.994784653,5,6,9,1,9,2,1,5
0.499942305,0.66241558,0.226376356,0.5294209,0.485016128,0,0.000324207,6,7,19,5,5,0,2,8
0.326408151,0.842063599,0.513060986,0.999913692,0.442783394,4.36E-05,0,6,7,9,2,9,1,0,8
0.106625553,0.281825339,0.206770764,0.609485718,0.264477446,4.75E-05,0.000326149,14,11,24,3,20,2,3,5
0.594546039,0.999946535,0.999124825,0.821846783,0.666292459,0,0,8,2,2,1,6,0,0,8
0.281828831,0.666630247,0.207832411,0.454490367,0.575077422,0,0.999912024,7,3,10,3,10,0,1,5
1.50E-05,0.999106983,0.09794859,0.000110007,3.19E-05,0.000167848,0.000342728,1,3,9,1,2,1,1,6
0,0.674309224,0.166685136,0.999899447,0.500071541,0.892392188,0.999898553,0,3,6,2,2,2,1,6
0.473291089,0.86610443,0.667619948,0.990842021,0.541202093,0,0,2,5,6,5,11,0,0,8
0.749162768,0.999930501,0.513971603,0.99159348,0.241923057,0,0,4,1,6,2,4,0,0,6
1.23E-05,0.241849162,0.092164959,0.999882936,0.500275544,0,0,3,7,11,1,2,0,0,8
0.112179379,0.24481165,0.39270883,0.999914169,0.465425912,0.156705997,0.582221061,9,6,30,1,15,3,2,3
0.27769312,0.671891195,0.250001858,0.502267801,2.19E-05,0.656583526,0.036562674,18,6,12,2,2,3,1,5
0.12531626,0.502905771,0.235980672,0.503095348,0.660070147,0.000441087,0,8,4,17,2,6,3,0,8
0.238360644,0.839201649,0.629982406,0.951047142,0.997869819,0,0,4,6,3,3,2,0,0,8
1.46E-05,0.428818544,0.242355791,0.999925256,0.734642118,0,0,7,7,9,1,2,0,0,6
